Name,Year,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Barbie Groovy Games,2002,0.56,0.4,0.15,0,0.01
Yu-Gi-Oh! Reshef of Destruction,2003,0.56,0.4,0.15,0,0.01
Blinx: The Time Sweeper,2002,0.56,0.39,0.15,0,0.02
Madagascar: Escape 2 Africa,2008,0.56,0.32,0.18,0,0.05
Archer Maclean's Mercury,2005,0.56,0.17,0.24,0,0.14
ESPN NFL Football,2003,0.56,0.27,0.21,0,0.07
Fatal Fury Special,1994,0.56,0,0,0.56,0
Catz,2006,0.56,0.49,0.02,0,0.04
Major League Baseball 2K5,2005,0.56,0.52,0.02,0,0.02
DS Bimoji Training,2008,0.56,0,0,0.56,0
WWE 2K15,2014,0.56,0.28,0.23,0,0.04
Petz Catz Clan,2008,0.56,0.48,0.04,0,0.04
Soul Sacrifice,2013,0.56,0.18,0.09,0.22,0.06
G-Force,2009,0.56,0.27,0.23,0,0.06
Tiger Woods PGA Tour 11,2010,0.56,0.24,0.26,0,0.06
Soldier of Fortune: Gold Edition,2001,0.56,0.27,0.21,0,0.07
Rune Factory: A Fantasy Harvest Moon,2006,0.56,0.37,0.02,0.14,0.03
Monster Jam: Path of Destruction,2010,0.56,0.5,0.02,0,0.03
Rapala Tournament Fishing!,2006,0.56,0.51,0,0,0.04
MX 2002 Featuring Ricky Carmichael,2001,0.56,0.27,0.21,0,0.07
Purr Pals,2007,0.56,0.18,0.36,0,0.02
NCAA Football 07,2006,0.56,0.42,0.12,0,0.01
God of War: Origins Collection,2011,0.56,0.39,0.08,0.02,0.06
MX vs. ATV: Alive,2011,0.56,0.37,0.14,0,0.05
Lunar: Silver Star Story Complete,1998,0.55,0.27,0.18,0.06,0.04
Dragon Ball: XenoVerse,2015,0.55,0.15,0.2,0.14,0.07
NBA Showtime: NBA on NBC,1999,0.55,0.31,0.21,0,0.04
ZhuZhu Pets 2: Featuring The Wild Bunch,2010,0.55,0.41,0.11,0,0.04
Dragon Age: Inquisition,2014,0.55,0.35,0.16,0,0.05
Soul Reaver 2,2001,0.55,0.27,0.21,0,0.07
Metal Gear Solid 3: Subsistence,2005,0.55,0.34,0.01,0.15,0.06
Sly Cooper: Thieves in Time,2013,0.55,0.35,0.13,0,0.08
The Godfather (old US sales),2006,0.55,0.42,0.11,0,0.02
Daytona USA,1994,0.55,0,0,0.55,0
Harry Potter and the Deathly Hallows - Part 1,2010,0.55,0.22,0.28,0,0.05
Tiger Woods PGA Tour 13,2012,0.55,0.24,0.22,0,0.09
WWF Raw,2002,0.55,0.4,0.13,0,0.02
Shin Super Robot Taisen,1996,0.55,0,0,0.52,0.04
Jump Super Stars,2005,0.55,0,0,0.55,0
Legends of WrestleMania,2009,0.55,0.3,0.17,0,0.07
The Activision Decathlon,1982,0.55,0.52,0.03,0,0.01
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001,0.55,0.31,0.21,0,0.04
50 Classic Games,2009,0.55,0.52,0,0,0.04
Fighting Force 2,1999,0.55,0.31,0.21,0,0.04
Sakura Wars,1996,0.55,0,0,0.55,0
Yokai Sangokushi,2016,0.55,0,0,0.55,0
Extermination,2001,0.55,0.21,0.16,0.12,0.05
Batman: Vengeance,2001,0.55,0.27,0.21,0,0.07
Unit 13,2012,0.55,0.29,0.15,0.04,0.07
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,0.55,0.32,0.16,0.03,0.05
TMNT,2007,0.55,0.47,0.04,0,0.04
F.E.A.R.,2007,0.55,0.18,0.27,0,0.1
Secret Agent Clank(US sales),2008,0.55,0.33,0.22,0,0
Assassin's Creed: Unity,2014,0.55,0.17,0.33,0,0.05
Derby Stallion 04,2004,0.55,0,0,0.55,0
NBA 2K8,2007,0.55,0.5,0.01,0,0.05
Barbie Horse Adventures: Riding Camp,2008,0.55,0.51,0,0,0.04
CrossworDS,2008,0.55,0.51,0,0,0.04
Tony Hawk's Pro Skater 3,2002,0.55,0.34,0.18,0,0.02
Mega Man Zero,2002,0.55,0.22,0.08,0.24,0.01
Contender 2,2000,0.55,0.31,0.21,0,0.04
The Amazing Spider-Man 2 (2014),2014,0.55,0.2,0.25,0.02,0.09
Star Wars: Dark Forces,1996,0.55,0.31,0.21,0,0.04
SD Gundam G Generation Zero,1999,0.55,0,0,0.51,0.04
Super Robot Taisen F,1997,0.55,0,0,0.55,0
Shrek 2,2004,0.55,0.4,0.13,0,0.02
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,2002,0.55,0,0,0.55,0
Time Crisis: Razing Storm,2010,0.55,0.18,0.21,0.07,0.08
SpongeBob SquarePants: SuperSponge,2001,0.55,0.39,0.15,0,0.01
Super Robot Taisen F Kanketsuhen,1998,0.55,0,0,0.55,0
Enslaved: Odyssey to the West,2010,0.55,0.3,0.19,0,0.05
Rune Factory 4,2012,0.55,0.31,0,0.21,0.03
Summer Sports: Paradise Island,2008,0.55,0.49,0.02,0,0.04
Tak and the Power of Juju,2003,0.55,0.39,0.15,0,0.01
Dynasty Warriors: Gundam 3,2010,0.55,0.11,0.05,0.36,0.02
Mortal Kombat 3,1995,0.55,0.29,0.2,0.02,0.04
Turok: Evolution,2002,0.55,0.39,0.14,0,0.02
Jak X: Combat Racing,2005,0.55,0.45,0.02,0,0.07
Metro 2033,2010,0.55,0.22,0.24,0.03,0.05
Are You Smarter than a 5th Grader? Make the Grade,2008,0.55,0.51,0,0,0.04
American Idol,2003,0.55,0.27,0.21,0,0.07
Top Gun: Fire at Will!,1996,0.55,0.3,0.21,0,0.04
Red Dead Revolver,2004,0.55,0.4,0.12,0,0.02
Dragon Ball Z: Shin Budokai,2006,0.55,0.26,0.08,0.13,0.07
LEGO The Hobbit,2014,0.54,0.12,0.32,0,0.1
Iron Man,2008,0.54,0.36,0,0,0.19
SingStar Summer Party,2008,0.54,0,0.06,0,0.48
Tiger Woods PGA Tour 08,2007,0.54,0.49,0.02,0,0.04
NBA Live 10,2009,0.54,0.46,0.03,0.01,0.05
The SpongeBob SquarePants Movie,2004,0.54,0.4,0.12,0,0.02
FIFA Soccer 07,2006,0.54,0.16,0.35,0,0.04
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000,0.54,0,0,0.54,0
Medarot 2: Kabuto / Kuwagata Version,1999,0.54,0,0,0.54,0
Excite Truck,2006,0.54,0.4,0.03,0.08,0.04
Sacred 2: Fallen Angel,2009,0.54,0.29,0.17,0.04,0.05
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,0.54,0.07,0.4,0,0.07
Dance Dance Revolution Ultramix,2003,0.54,0.42,0.11,0,0.02
ModNation Racers,2010,0.54,0.11,0.27,0.02,0.14
Crash Tag Team Racing,2005,0.54,0.27,0.21,0,0.07
Two Worlds II,2011,0.54,0.4,0.08,0.03,0.04
Sonic & All-Stars Racing Transformed,2012,0.54,0.08,0.33,0.01,0.11
Michael Jackson: The Experience,2011,0.54,0.25,0.2,0,0.08
Front Mission 4,2003,0.54,0.14,0.11,0.25,0.04
The Fairly Odd Parents: Breakin' Da Rules,2003,0.54,0.39,0.14,0,0.01
LEGO Dimensions,2015,0.54,0.15,0.3,0,0.09
Inazuma Eleven,2008,0.54,0,0.14,0.38,0.02
Ninokuni: Shikkoku no Madoushi,2010,0.54,0,0,0.54,0
Minecraft: Story Mode,2015,0.54,0.29,0.21,0,0.05
Resident Evil: Revelations 2,2015,0.54,0.13,0.24,0.1,0.07
Manhunt 2,2007,0.54,0.25,0.23,0,0.06
SRS: Street Racing Syndicate,2004,0.54,0.26,0.21,0,0.07
Despicable Me: The Game - Minion Mayhem,2010,0.54,0.42,0.09,0,0.04
Def Jam: Fight for NY,,0.54,0.43,0.1,0,0.02
Action Force,1982,0.54,0.5,0.03,0,0.01
Gauntlet Legends,1999,0.54,0.43,0.1,0,0.01
FIFA 99,1998,0.54,0.11,0.39,0,0.03
Kidou Senshi Gundam: Extreme VS,2011,0.54,0,0,0.54,0
Dragon Ball Z: Ultimate Tenkaichi,2011,0.54,0.39,0.1,0.01,0.04
Tales of Symphonia,2013,0.54,0.21,0.13,0.13,0.06
Bust A Groove,1998,0.54,0.09,0.06,0.35,0.04
Fire Emblem: Path of Radiance,2005,0.54,0.29,0.08,0.16,0.01
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002,0.54,0,0,0.54,0
Let's Draw!,2008,0.54,0.24,0.23,0,0.06
Pachi-Slot Aruze Oukoku 2,1999,0.54,0,0,0.5,0.04
NHL 14,2013,0.54,0.4,0.1,0,0.04
Valkyria Chronicles II,2010,0.54,0.12,0.16,0.18,0.09
Middle-Earth: Shadow of Mordor,2014,0.54,0.28,0.21,0,0.05
Madden NFL 13,2012,0.54,0.51,0,0,0.03
Rune Factory 2: A Fantasy Harvest Moon,2008,0.54,0.33,0.03,0.15,0.03
Terminator Salvation,2009,0.54,0.13,0.29,0.01,0.11
Cars 2,2011,0.54,0.22,0.23,0,0.09
Bratz: Rock Angelz,2004,0.54,0.39,0.14,0,0.01
How to Train Your Dragon,2010,0.54,0.32,0.17,0,0.05
SSX Tricky,2001,0.54,0.42,0.11,0,0.01
WWE SmackDown vs. Raw 2010,2009,0.54,0.35,0.14,0,0.05
Greg Hastings' Tournament Paintball,2004,0.54,0.46,0.06,0,0.02
Hello Kitty: Big City Dreams,2008,0.54,0.42,0.08,0,0.04
Star Fox Command,2006,0.54,0.39,0.01,0.1,0.04
World Soccer Winning Eleven 7 International (JP version),2004,0.54,0,0,0.54,0
ESPN NBA Basketball,2003,0.54,0.26,0.21,0,0.07
Inazuma Eleven GO,2011,0.54,0,0.05,0.48,0
Over the Hedge,2006,0.54,0.45,0.02,0,0.07
Mat Hoffman's Pro BMX,2001,0.54,0.3,0.2,0,0.04
Lego Star Wars: The Force Awakens,2016,0.54,0.14,0.32,0,0.08
Epic Mickey 2: The Power of Two,2012,0.54,0.32,0.17,0,0.04
Popeye,1982,0.54,0.5,0.03,0,0.01
Magician's Quest: Mysterious Times,2008,0.54,0.04,0.01,0.48,0
The Hobbit,2003,0.54,0.26,0.2,0,0.07
War of the Monsters,2003,0.54,0.26,0.2,0,0.07
Tales of Symphonia: Dawn of the New World,2008,0.54,0.22,0.05,0.24,0.03
NBA Street Vol. 2,,0.54,0.41,0.11,0,0.01
The Incredible Hulk: Ultimate Destruction,2005,0.54,0.26,0.2,0,0.07
Star Wars Battlefront (2015),2015,0.54,0.13,0.37,0,0.04
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",1998,0.53,0,0,0.53,0
Jewel Master Egypt,2009,0.53,0.21,0.27,0,0.05
Time Crisis II,2001,0.53,0.26,0.2,0,0.07
Clock Tower,1996,0.53,0.07,0.05,0.38,0.03
NCAA March Madness 06,2005,0.53,0.45,0.02,0,0.07
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,0.53,0.49,0,0,0.04
Jampack Volume 11,2004,0.53,0.26,0.2,0,0.07
Dragon's Crown,2013,0.53,0.25,0.07,0.17,0.05
Tactics Ogre: Let Us Cling Together,2010,0.53,0.15,0.07,0.27,0.05
Legacy of Kain: Defiance,2003,0.53,0.26,0.2,0,0.07
SpongeBob SquarePants: Game Boy Advance Video Volume 2,2004,0.53,0.38,0.14,0,0.01
NCAA March Madness 2005,2004,0.53,0.44,0.02,0,0.07
007 Racing,2000,0.53,0.3,0.2,0,0.03
Conflict: Vietnam,2004,0.53,0.26,0.2,0,0.07
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2004,0.53,0.4,0.11,0,0.02
Mystery Dungeon: Shiren the Wanderer,2006,0.53,0.18,0,0.33,0.02
SimAnimals,2009,0.53,0.26,0.21,0,0.06
MLB SlugFest 20-04,2003,0.53,0.26,0.2,0,0.07
Gex 3: Deep Cover Gecko,1999,0.53,0.3,0.2,0,0.03
NASCAR 09,2008,0.53,0.26,0.2,0,0.07
Blitz: The League,2004,0.53,0.4,0.11,0,0.02
Jampack Vol. 2,1996,0.53,0.3,0.2,0,0.03
LEGO Jurassic World,2015,0.53,0.28,0.19,0.02,0.04
Sesame Street: Once Upon A Monster,2011,0.53,0.39,0.1,0,0.04
Virtual Soccer,1993,0.53,0,0,0.53,0
Romance of the Three Kingdoms IV: Wall of Fire,1994,0.53,0,0,0.53,0
Winning Post,1993,0.53,0,0,0.53,0
Peter Jackson's King Kong: The Official Game of the Movie,2005,0.53,0.34,0.17,0,0.02
SingStar Dance,2010,0.53,0.09,0.32,0,0.12
Kirby and the Rainbow Curse,2015,0.53,0.23,0.14,0.12,0.04
Burnout Revenge,2005,0.53,0.32,0.19,0,0.01
FIFA 12,2011,0.53,0.12,0.26,0.02,0.14
Medal of Honor: European Assault,2005,0.53,0.32,0.19,0,0.02
Batman: Arkham City,2011,0.53,0.16,0.28,0,0.09
Ty the Tasmanian Tiger 2: Bush Rescue,2004,0.53,0.26,0.2,0,0.07
The Lord of the Rings: The Fellowship of the Ring,2002,0.53,0.31,0.19,0,0.03
NBA 06,2005,0.53,0.26,0.2,0,0.07
Sonic & All-Stars Racing Transformed,2012,0.53,0.2,0.27,0.02,0.05
Spider-Man,2000,0.53,0.43,0.09,0,0.01
We Cheer,2008,0.53,0.48,0,0,0.04
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,0.53,0.35,0.1,0,0.08
X-Men Legends,2004,0.53,0.41,0.11,0,0.01
Alice in Wonderland,2010,0.53,0.27,0.21,0,0.05
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,2010,0.53,0.5,0,0,0.03
Front Mission 2,1997,0.53,0,0,0.49,0.03
Bulletstorm,2011,0.53,0.23,0.2,0.01,0.08
F.E.A.R. 2: Project Origin,2009,0.53,0.32,0.15,0,0.05
Tiger Woods PGA Tour 11,2010,0.53,0.28,0.2,0,0.05
Stuntman: Ignition,2007,0.53,0.17,0.26,0,0.1
Are You Smarter Than A 5th Grader?,2007,0.53,0.48,0,0,0.04
F1 2009,2009,0.53,0.08,0.29,0,0.16
Oni,2001,0.53,0.26,0.2,0,0.07
The Lord of the Rings: The Two Towers,2002,0.53,0.41,0.11,0,0.01
Juiced,2005,0.53,0.26,0.2,0,0.07
The Warriors,2005,0.53,0.44,0.02,0,0.07
Batman: Arkham Origins Blackgate,2013,0.53,0.2,0.2,0,0.13
J-League Soccer: Prime Goal 2,1994,0.53,0,0,0.53,0
Go Diego Go! Safari Rescue,2008,0.53,0.48,0.01,0,0.04
The Walking Dead: Survival Instinct,2013,0.53,0.28,0.17,0,0.08
Picross 3D,2009,0.53,0.3,0.03,0.16,0.03
Just Dance 2015,2014,0.53,0.35,0.13,0,0.05
Silent Hill: Origins,2007,0.53,0.22,0.16,0.04,0.1
NASCAR 2000,1999,0.53,0.49,0.03,0,0
Wayne Gretzky's 3D Hockey,1996,0.53,0.49,0.03,0,0
Pachi-Slot Aruze Oukoku 4,2000,0.53,0,0,0.49,0.03
Return to Castle Wolfenstein: Operation Resurrection,2003,0.53,0.26,0.2,0,0.07
Mario Tennis: Power Tour,2005,0.52,0.24,0.09,0.19,0.01
Seaman,1999,0.52,0,0,0.52,0
Guinness World Records: The Videogame,2008,0.52,0.47,0.01,0,0.04
The Grinch,1999,0.52,0.29,0.2,0,0.03
GT Pro Series,2006,0.52,0.46,0.01,0.02,0.04
Tales of Destiny,2006,0.52,0,0,0.52,0
Spectrobes: Beyond the Portals,2008,0.52,0.37,0.11,0,0.04
Classic Word Games,2009,0.52,0.09,0.37,0,0.07
Naruto Shippuden: Clash of Ninja Revolution 3,2009,0.52,0.45,0.04,0,0.04
Fight Night Round 3,2006,0.52,0.46,0.02,0,0.05
The Golden Compass,2007,0.52,0.13,0,0,0.39
Final Fantasy Chronicles,2001,0.52,0.29,0.2,0,0.03
NBA Live 08,2007,0.52,0.47,0,0,0.04
Syphon Filter 3,2001,0.52,0.29,0.2,0,0.03
Star Wars Battlefront: Elite Squadron,2009,0.52,0.44,0.04,0,0.04
Metal Gear Solid 2: Substance,2002,0.52,0.18,0.14,0.16,0.05
We Love Katamari,2005,0.52,0.26,0.2,0,0.07
NCAA Football 2003,2002,0.52,0.39,0.11,0,0.02
Way of the Samurai 3,2008,0.52,0.18,0.08,0.22,0.04
NBA Live 09,2008,0.52,0.46,0,0.02,0.04
DC Universe Online,2011,0.52,0.35,0.12,0,0.06
Ready 2 Rumble Boxing: Round 2,2000,0.52,0.29,0.2,0,0.03
Mega Man 6,1993,0.52,0.28,0.07,0.16,0.01
Mission: Impossible,1999,0.52,0.29,0.2,0,0.03
Final Fantasy Explorers,2014,0.52,0.15,0.07,0.28,0.02
Rival Schools: United By Fate,1998,0.52,0.12,0.08,0.28,0.03
Bully: Scholarship Edition,2008,0.52,0.17,0.29,0,0.06
IL-2 Sturmovik: Birds of Prey,2009,0.52,0.23,0.24,0,0.05
PlayStation All-Stars Battle Royale,2012,0.52,0.26,0.15,0.01,0.1
Ratatouille,2007,0.52,0.09,0.32,0,0.11
Cars Toon: Mater's Tall Tales,2010,0.52,0.46,0.02,0,0.03
Kung Fu Panda,2008,0.52,0.21,0.21,0,0.09
Swing Away Golf,2000,0.52,0.17,0.13,0.18,0.04
J-League Pro Soccer Club o Tsukurou! 3,2003,0.52,0,0,0.52,0
Tomb Raider: Legend,2006,0.52,0.25,0.19,0.02,0.06
Ratatouille,2007,0.52,0.44,0.04,0,0.04
Freedom Fighters,2003,0.52,0.25,0.2,0,0.07
Gun,2005,0.52,0.38,0.12,0,0.02
That's So Raven 2: Supernatural Style,2005,0.52,0.37,0.14,0,0.01
Lair,2007,0.52,0.36,0.04,0.08,0.04
Madden NFL 07,2006,0.52,0.47,0,0.01,0.04
The Punisher,2005,0.52,0.25,0.2,0,0.07
Front Mission 3,1999,0.52,0.1,0.07,0.31,0.03
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,2006,0.52,0,0,0.52,0
SSX On Tour,2005,0.52,0.25,0.2,0,0.07
Tony Hawk's Pro Skater 3,2002,0.52,0.37,0.14,0,0.01
Harry Potter and the Prisoner of Azkaban,2004,0.52,0.37,0.14,0,0.01
Petz: Hamsterz Life 2,2007,0.52,0.48,0,0,0.04
Omega Boost,1999,0.52,0.17,0.11,0.2,0.03
The Sims 2: Open for Business,2006,0.52,0.46,0.05,0,0
Iron Man,2008,0.52,0.35,0.12,0,0.05
NFL 2K3,2002,0.52,0.38,0.11,0,0.02
NBA Live 2002,2001,0.52,0.29,0.19,0,0.03
Jampack Winter 2002,2002,0.52,0.25,0.2,0,0.07
My Word Coach,2007,0.51,0.46,0.02,0,0.04
Way of the Samurai,2002,0.51,0.13,0.1,0.25,0.03
Dragon Age: Origins,2009,0.51,0,0.46,0,0.06
Naruto Shippuden: Ultimate Ninja Storm 3,2013,0.51,0.29,0.17,0.01,0.04
Fishing Derby,,0.51,0.48,0.03,0,0.01
Pac-Man Fever,2001,0.51,0.25,0.2,0,0.07
The LEGO Movie Videogame,2014,0.51,0.34,0.13,0,0.04
The 3rd Birthday,2010,0.51,0.13,0.07,0.27,0.05
Prince of Persia Trilogy,2010,0.51,0.17,0.25,0,0.09
International Track & Field,1996,0.51,0.08,0.05,0.35,0.03
100 All-Time Favorites,2009,0.51,0.35,0.12,0,0.04
HSX HyperSonic.Xtreme,2002,0.51,0.25,0.2,0,0.07
StarCraft II: Legacy of the Void,2015,0.51,0.18,0.29,0,0.04
Tiger Woods PGA Tour 13,2012,0.51,0.29,0.18,0,0.04
SoulCalibur: Broken Destiny,2009,0.51,0.12,0.2,0.07,0.12
The Saboteur,2009,0.51,0.26,0.21,0,0.05
Lords of the Fallen,2014,0.51,0.17,0.23,0.02,0.09
Pro Evolution Soccer 2010,2009,0.51,0.12,0.27,0.06,0.05
Goldeneye 007: Reloaded,2011,0.51,0.25,0.21,0,0.05
Jam With the Band,2008,0.51,0,0,0.51,0
Madden NFL 2004,2003,0.51,0.4,0.1,0,0.01
Jikkyou Powerful Pro Yakyuu 10,2003,0.51,0,0,0.51,0
Summoner,2000,0.51,0.25,0.2,0,0.07
Virtual Pool,1997,0.51,0.28,0.19,0,0.03
NBA Live 07,2006,0.51,0.47,0,0,0.04
Sega Bass Fishing,2008,0.51,0.46,0.01,0,0.04
Fire Emblem: Radiant Dawn,2007,0.51,0.28,0.03,0.17,0.03
Dynasty Warriors,2004,0.51,0.18,0.01,0.3,0.02
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,0.51,0.37,0.14,0,0.01
Dragon Ball: Raging Blast,2009,0.51,0.36,0.09,0.02,0.04
Rugrats: Scavenger Hunt,1999,0.51,0.41,0.09,0,0.01
Wrecking Crew,1985,0.51,0,0,0.51,0
International Superstar Soccer 2000 (All region sales),1999,0.51,0.01,0.26,0.22,0.02
Major League Baseball 2K10,2010,0.51,0.47,0,0,0.04
Monsters vs. Aliens,2009,0.51,0.33,0.13,0,0.05
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,0.51,0.24,0.19,0,0.08
SpongeBob SquarePants: Creature from the Krusty Krab,2006,0.51,0.45,0.02,0,0.04
Lost: Via Domus,2008,0.51,0.19,0.23,0,0.09
NBA Live 2004,2003,0.51,0.44,0.04,0,0.02
Dai-4-Ji Super Robot Taisen S,1996,0.51,0,0,0.48,0.03
Disney's Kim Possible: Revenge of Monkey Fist,2002,0.51,0.37,0.14,0,0.01
WWE SmackDown vs. RAW 2007,2006,0.51,0.44,0.03,0,0.04
Ace Combat Zero: The Belkan War,2006,0.51,0.15,0.12,0.2,0.04
R.U.S.E.,2010,0.51,0.18,0.22,0.02,0.09
Disgaea 3: Absence of Justice,2008,0.51,0.32,0.04,0.11,0.04
Test Drive Unlimited,2007,0.51,0.08,0.28,0,0.15
LEGO Dimensions,2015,0.51,0.3,0.16,0,0.05
Picross DS,2007,0.51,0.17,0.02,0.3,0.02
Final Fantasy II Anniversary Edition,2007,0.51,0.36,0.03,0.07,0.04
NHL 07,2006,0.51,0.42,0.02,0,0.07
Harry Potter and the Half-Blood Prince,2009,0.51,0.18,0.21,0,0.12
Quantum Break,2016,0.51,0.27,0.19,0.01,0.04
NBA 2K11,2010,0.51,0.47,0.01,0,0.03
World Championship Poker,2004,0.51,0.37,0.11,0,0.02
The BIGS,2007,0.51,0.25,0.19,0,0.06
Final Fantasy,2000,0.51,0,0,0.51,0
Burnout Revenge,2006,0.51,0.42,0.05,0,0.04
Rory McIlroy PGA Tour,2015,0.51,0.18,0.24,0,0.08
Euro Truck Simulator,2008,0.51,0,0.42,0,0.09
Dragon Ball Z: Supersonic Warriors,2004,0.51,0.36,0.13,0,0.01
Dishonored,2012,0.51,0.26,0.19,0,0.06
Paws & Claws: Dogs & Cats Best Friends,2007,0.51,0.46,0.01,0,0.04
NBA Ballers,2004,0.51,0.37,0.11,0,0.02
Silent Hill 4: The Room,2004,0.51,0.25,0.19,0,0.06
River Raid II,1988,0.51,0.47,0.03,0,0.01
Capcom Classics Collection,2005,0.51,0.22,0.17,0.05,0.06
Guitar Hero Live,2015,0.51,0.29,0.17,0,0.05
Wolfenstein: The New Order,2014,0.51,0.14,0.25,0.02,0.09
Monopoly Party,2002,0.51,0.25,0.19,0,0.06
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,2009,0.51,0.12,0.33,0,0.06
NHL FaceOff 98,1997,0.51,0.28,0.19,0,0.03
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,0.5,0.36,0.13,0,0.01
F1 2012,2012,0.5,0.1,0.35,0,0.06
NHL 09,2008,0.5,0.45,0.01,0,0.04
Sonic Riders,2006,0.5,0.42,0.02,0,0.07
Looney Tunes: Back in Action,2003,0.5,0.25,0.19,0,0.06
Wet,,0.5,0.23,0.21,0.01,0.05
Midnight Magic,1983,0.5,0.47,0.03,0,0.01
Alice: Madness Returns,2011,0.5,0.27,0.15,0.04,0.04
Pro Evolution Soccer 2012,2011,0.5,0.1,0.34,0,0.07
Tiger Woods PGA Tour 07,2006,0.5,0.31,0.12,0,0.07
Midnight Club II,2003,0.5,0.42,0.06,0,0.02
Atelier Rorona: Alchemist of Arland,2009,0.5,0.22,0.12,0.11,0.05
Monster Hunter Freedom 2,2011,0.5,0,0,0.5,0
Dragon Ball Z: Supersonic Warriors 2,2005,0.5,0.14,0.02,0.32,0.02
Avatar: The Last Airbender,2006,0.5,0.39,0.1,0,0.01
Blue's Clues: Blue's Big Musical,2001,0.5,0.28,0.19,0,0.03
The Mummy Returns,2001,0.5,0.25,0.19,0,0.06
Hitman: Blood Money,2006,0.5,0.25,0.19,0,0.06
Disney Sing It,2008,0.5,0.25,0.19,0,0.06
Chopper Command,1982,0.5,0.47,0.03,0,0.01
Activision Anthology,2002,0.5,0.25,0.19,0,0.06
Crash: Mind Over Mutant,2008,0.5,0.25,0.19,0,0.06
WWE 2K16,2015,0.5,0.27,0.19,0,0.04
LEGO The Hobbit,2014,0.5,0.2,0.26,0,0.04
Babysitting Mama,2010,0.5,0.34,0.12,0,0.04
Boogie,2007,0.5,0.43,0.03,0,0.04
Theatrhythm: Final Fantasy,2012,0.5,0.22,0.07,0.18,0.02
Bleach: Soul Resurreccion,2011,0.5,0.27,0.11,0.07,0.05
Madden NFL 07,2006,0.5,0.46,0,0,0.04
Rugrats in Paris: The Movie,2000,0.5,0.4,0.09,0,0.01
Dance Dance Revolution Universe 2,2007,0.5,0.46,0.01,0,0.04
Star Wars: Jedi Starfighter,2002,0.5,0.24,0.19,0,0.06
Tactics Ogre: The Knight of Lodis,2001,0.5,0.13,0.05,0.31,0.01
Fortune Street,2011,0.5,0.27,0.04,0.17,0.02
Super Robot Taisen MX,2004,0.5,0,0,0.5,0
Alice in Wonderland,2010,0.5,0.27,0.18,0,0.05
NBA Street Homecourt,2007,0.5,0.45,0.01,0,0.04
Spider-Man 2,2004,0.5,0.41,0.02,0.03,0.04
Bases Loaded '96: Double Header,1995,0.5,0.28,0.19,0,0.03
Dead or Alive Ultimate,2004,0.5,0.3,0.1,0.08,0.02
RPG Maker,1997,0.5,0.11,0.07,0.29,0.03
FIFA 14,2013,0.5,0.11,0.25,0.01,0.13
Star Wars: Clone Wars,2002,0.5,0.24,0.19,0,0.06
The Saboteur,2009,0.5,0.2,0.22,0,0.08
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,0.5,0.24,0.19,0,0.06
Metal Gear Rising: Revengeance,2013,0.5,0.29,0.16,0,0.04
Madden NFL 11,2010,0.5,0.41,0.02,0,0.07
Major League Baseball 2K12,2012,0.5,0.47,0,0,0.03
Alien: Isolation,2014,0.5,0.22,0.24,0,0.04
The Price is Right,2008,0.5,0.46,0,0,0.04
Monster Hunter,2004,0.5,0.11,0.08,0.28,0.03
Cars 2,2011,0.5,0.28,0.17,0,0.05
Dreamworks Madagascar Kartz,2009,0.5,0.29,0.16,0,0.05
Tony Hawk's Underground 2,2004,0.5,0.38,0.1,0,0.01
SplashDown: Rides Gone Wild,2003,0.5,0.24,0.19,0,0.06
Super Famista 5,1996,0.5,0,0,0.5,0
Dynasty Warriors: Gundam 2,2008,0.5,0.09,0.07,0.32,0.03
Shrek SuperSlam,2005,0.5,0.24,0.19,0,0.06
Rayman Advance,2001,0.5,0.36,0.13,0,0.01
Super Robot Taisen Z,2008,0.5,0,0,0.5,0
PoPoLoCrois Monogatari,1996,0.5,0,0,0.46,0.03
Tomb Raider: Anniversary,2007,0.5,0.41,0.02,0,0.07
Fantastic 4,2005,0.5,0.41,0.01,0,0.07
Epic Mickey 2: The Power of Two,2012,0.5,0.21,0.2,0,0.08
Men in Black II: Alien Escape,2002,0.5,0.24,0.19,0,0.06
The Evil Within,2014,0.5,0.25,0.2,0.01,0.04
RealSports Tennis,1982,0.5,0.46,0.03,0,0.01
